#position,date,temperatur(degree celsius),datafoldername
0673608929,2015-04-07 19:02:38,26.44,2543
0673608897,2015-04-07 19:02:48,26.50,2544
0673608865,2015-04-07 19:02:58,26.44,2545
0673608833,2015-04-07 19:03:08,26.44,2546
0673608801,2015-04-07 19:03:18,26.44,2547
0673608769,2015-04-07 19:03:28,26.44,2548
0673608737,2015-04-07 19:03:39,26.44,2549
0673608705,2015-04-07 19:03:49,26.44,2550
0673608673,2015-04-07 19:03:59,26.37,2551
0673608641,2015-04-07 19:04:09,26.44,2552
0673608609,2015-04-07 19:04:19,26.44,2553
0673608576,2015-04-07 19:04:29,26.44,2554
0673608544,2015-04-07 19:04:39,26.44,2555
0673608512,2015-04-07 19:04:49,26.44,2556
0673608480,2015-04-07 19:04:59,26.44,2557
0673608448,2015-04-07 19:05:09,26.44,2558
0673608416,2015-04-07 19:05:19,26.44,2559
0673608384,2015-04-07 19:05:30,26.44,2560
0673608352,2015-04-07 19:05:40,26.44,2561
0673608320,2015-04-07 19:05:50,26.44,2562
0673608288,2015-04-07 19:06:00,26.44,2563
0673608256,2015-04-07 19:06:10,26.44,2564
0673608224,2015-04-07 19:06:20,26.44,2565
0673608192,2015-04-07 19:06:30,26.50,2566
0673608160,2015-04-07 19:06:40,26.44,2567
0673608128,2015-04-07 19:06:50,26.44,2568
0673608096,2015-04-07 19:07:00,26.44,2569
0673608063,2015-04-07 19:07:10,26.44,2570
0673608031,2015-04-07 19:07:21,26.44,2571
0673607999,2015-04-07 19:07:31,26.44,2572
0673607967,2015-04-07 19:07:41,26.44,2573
0673607935,2015-04-07 19:07:51,26.44,2574
0673607903,2015-04-07 19:08:01,26.44,2575
0673607871,2015-04-07 19:08:11,26.44,2576
0673607839,2015-04-07 19:08:21,26.44,2577
0673607807,2015-04-07 19:08:31,26.44,2578
0673607775,2015-04-07 19:08:41,26.44,2579
0673607743,2015-04-07 19:08:51,26.44,2580
0673607711,2015-04-07 19:09:01,26.44,2581
0673607679,2015-04-07 19:09:12,26.44,2582
0673607647,2015-04-07 19:09:22,26.44,2583
0673607615,2015-04-07 19:09:32,26.44,2584
0673607583,2015-04-07 19:09:42,26.44,2585
0673607550,2015-04-07 19:09:52,26.44,2586
0673607518,2015-04-07 19:10:02,26.44,2587
0673607486,2015-04-07 19:10:12,26.44,2588
0673607454,2015-04-07 19:10:22,26.44,2589
0673607422,2015-04-07 19:10:32,26.50,2590
0673607390,2015-04-07 19:10:43,26.44,2591
0673607358,2015-04-07 19:10:53,26.44,2592
0673607326,2015-04-07 19:11:03,26.50,2593
0673607294,2015-04-07 19:11:13,26.50,2594
0673607262,2015-04-07 19:11:23,26.37,2595
0673607230,2015-04-07 19:11:33,26.44,2596
0673607198,2015-04-07 19:11:43,26.44,2597
0673607166,2015-04-07 19:11:53,26.50,2598
0673607134,2015-04-07 19:12:03,26.44,2599
0673607102,2015-04-07 19:12:13,26.44,2600
0673607070,2015-04-07 19:12:23,26.44,2601
0673607038,2015-04-07 19:12:34,26.44,2602
0673607005,2015-04-07 19:12:44,26.44,2603
0673606973,2015-04-07 19:12:54,26.44,2604
0673606941,2015-04-07 19:13:04,26.44,2605
0673606909,2015-04-07 19:13:14,26.50,2606
0673606877,2015-04-07 19:13:24,26.44,2607
0673606845,2015-04-07 19:13:34,26.44,2608
0673606813,2015-04-07 19:13:44,26.44,2609
0673606781,2015-04-07 19:13:54,26.50,2610
0673606749,2015-04-07 19:14:04,26.50,2611
0673606717,2015-04-07 19:14:15,26.50,2612
0673606685,2015-04-07 19:14:25,26.44,2613
0676806653,2015-04-07 19:14:35,26.50,2614
0676806685,2015-04-07 19:14:45,26.44,2615
0676806717,2015-04-07 19:14:55,26.50,2616
0676806749,2015-04-07 19:15:05,26.44,2617
0676806781,2015-04-07 19:15:15,26.44,2618
0676806813,2015-04-07 19:15:25,26.44,2619
0676806845,2015-04-07 19:15:35,26.44,2620
0676806877,2015-04-07 19:15:45,26.44,2621
0676806909,2015-04-07 19:15:56,26.50,2622
0676806941,2015-04-07 19:16:06,26.44,2623
0676806973,2015-04-07 19:16:16,26.44,2624
0676807005,2015-04-07 19:16:26,26.44,2625
0676807038,2015-04-07 19:16:36,26.44,2626
0676807070,2015-04-07 19:16:46,26.37,2627
0676807102,2015-04-07 19:16:56,26.44,2628
0676807134,2015-04-07 19:17:06,26.44,2629
0676807166,2015-04-07 19:17:16,26.44,2630
0676807198,2015-04-07 19:17:26,26.44,2631
0676807230,2015-04-07 19:17:36,26.44,2632
0676807262,2015-04-07 19:17:47,26.44,2633
0676807294,2015-04-07 19:17:57,26.44,2634
0676807326,2015-04-07 19:18:07,26.44,2635
0676807358,2015-04-07 19:18:17,26.44,2636
0676807390,2015-04-07 19:18:27,26.44,2637
0676807422,2015-04-07 19:18:37,26.44,2638
0676807454,2015-04-07 19:18:47,26.50,2639
0676807486,2015-04-07 19:18:57,26.44,2640
0676807518,2015-04-07 19:19:07,26.44,2641
0676807550,2015-04-07 19:19:18,26.44,2642
0676807583,2015-04-07 19:19:28,26.44,2643
0676807615,2015-04-07 19:19:38,26.44,2644
0676807647,2015-04-07 19:19:48,26.44,2645
0676807679,2015-04-07 19:19:58,26.44,2646
0676807711,2015-04-07 19:20:08,26.44,2647
0676807743,2015-04-07 19:20:18,26.44,2648
0676807775,2015-04-07 19:20:28,26.44,2649
0676807807,2015-04-07 19:20:38,26.44,2650
0676807839,2015-04-07 19:20:48,26.44,2651
0676807871,2015-04-07 19:20:58,26.50,2652
0676807903,2015-04-07 19:21:09,26.44,2653
0676807935,2015-04-07 19:21:19,26.37,2654
0676807967,2015-04-07 19:21:29,26.44,2655
0676807999,2015-04-07 19:21:39,26.44,2656
0676808031,2015-04-07 19:21:49,26.44,2657
0676808063,2015-04-07 19:21:59,26.44,2658
0676808096,2015-04-07 19:22:09,26.44,2659
0676808128,2015-04-07 19:22:19,26.44,2660
0676808160,2015-04-07 19:22:29,26.44,2661
0676808192,2015-04-07 19:22:39,26.44,2662
0676808224,2015-04-07 19:22:50,26.44,2663
0676808256,2015-04-07 19:23:00,26.44,2664
0676808288,2015-04-07 19:23:10,26.44,2665
0676808320,2015-04-07 19:23:20,26.44,2666
0676808352,2015-04-07 19:23:30,26.44,2667
0676808384,2015-04-07 19:23:40,26.44,2668
0676808416,2015-04-07 19:23:50,26.37,2669
0676808448,2015-04-07 19:24:00,26.44,2670
0676808480,2015-04-07 19:24:10,26.44,2671
0676808512,2015-04-07 19:24:20,26.44,2672
0676808544,2015-04-07 19:24:31,26.37,2673
0676808576,2015-04-07 19:24:41,26.44,2674
0676808609,2015-04-07 19:24:51,26.44,2675
0676808641,2015-04-07 19:25:01,26.44,2676
0676808673,2015-04-07 19:25:11,26.44,2677
0676808705,2015-04-07 19:25:21,26.44,2678
0676808737,2015-04-07 19:25:31,26.50,2679
0676808769,2015-04-07 19:25:41,26.44,2680
0676808801,2015-04-07 19:25:51,26.44,2681
0676808833,2015-04-07 19:26:01,26.50,2682
0676808865,2015-04-07 19:26:11,26.44,2683
0676808897,2015-04-07 19:26:22,26.44,2684
0676808929,2015-04-07 19:26:32,26.44,2685
0676808961,2015-04-07 19:26:42,26.44,2686
0676808993,2015-04-07 19:26:52,26.50,2687
0676809025,2015-04-07 19:27:02,26.50,2688
0676809057,2015-04-07 19:27:12,26.50,2689
0676809089,2015-04-07 19:27:22,26.44,2690
0676809122,2015-04-07 19:27:32,26.44,2691
0676809154,2015-04-07 19:27:42,26.50,2692
0676809186,2015-04-07 19:27:52,26.44,2693
0676809218,2015-04-07 19:28:02,26.50,2694
0676809250,2015-04-07 19:28:13,26.44,2695
0676809282,2015-04-07 19:28:23,26.44,2696
0676809314,2015-04-07 19:28:33,26.44,2697
0676809346,2015-04-07 19:28:43,26.44,2698
0676809378,2015-04-07 19:28:53,26.44,2699
0676809410,2015-04-07 19:29:03,26.44,2700
0676809442,2015-04-07 19:29:13,26.44,2701
0676809474,2015-04-07 19:29:23,26.44,2702
0676809506,2015-04-07 19:29:33,26.44,2703
0676809538,2015-04-07 19:29:43,26.44,2704
0676809570,2015-04-07 19:29:54,26.50,2705
0676809602,2015-04-07 19:30:04,26.50,2706
0676809634,2015-04-07 19:30:14,26.44,2707
0676809667,2015-04-07 19:30:24,26.50,2708
0676809699,2015-04-07 19:30:34,26.44,2709
0676809731,2015-04-07 19:30:44,26.44,2710
0676809763,2015-04-07 19:30:54,26.44,2711
0676809795,2015-04-07 19:31:04,26.44,2712
0676809827,2015-04-07 19:31:14,26.50,2713
0676809859,2015-04-07 19:31:24,26.44,2714
0676809891,2015-04-07 19:31:34,26.44,2715
0676809923,2015-04-07 19:31:45,26.44,2716
0676809955,2015-04-07 19:31:55,26.44,2717
0676809987,2015-04-07 19:32:05,26.44,2718
0676810019,2015-04-07 19:32:15,26.44,2719
0676810051,2015-04-07 19:32:25,26.44,2720
0676810083,2015-04-07 19:32:35,26.37,2721
0676810115,2015-04-07 19:32:45,26.44,2722
0676810147,2015-04-07 19:32:55,26.44,2723
0676810180,2015-04-07 19:33:05,26.50,2724
0676810212,2015-04-07 19:33:15,26.44,2725
0676810244,2015-04-07 19:33:26,26.50,2726
0676810276,2015-04-07 19:33:36,26.44,2727
0676810308,2015-04-07 19:33:46,26.44,2728
0676810340,2015-04-07 19:33:56,26.50,2729
0676810372,2015-04-07 19:34:06,26.44,2730
0676810404,2015-04-07 19:34:16,26.44,2731
0676810436,2015-04-07 19:34:26,26.44,2732
0676810468,2015-04-07 19:34:36,26.50,2733
0676810500,2015-04-07 19:34:46,26.44,2734
0676810532,2015-04-07 19:34:56,26.44,2735
0676810564,2015-04-07 19:35:06,26.44,2736
0676810596,2015-04-07 19:35:17,26.50,2737
0680010628,2015-04-07 19:35:27,26.44,2738
0680010596,2015-04-07 19:35:37,26.50,2739
0680010564,2015-04-07 19:35:47,26.50,2740
0680010532,2015-04-07 19:35:57,26.44,2741
0680010500,2015-04-07 19:36:07,26.44,2742
0680010468,2015-04-07 19:36:17,26.44,2743
0680010436,2015-04-07 19:36:27,26.44,2744
0680010404,2015-04-07 19:36:37,26.44,2745
0680010372,2015-04-07 19:36:48,26.44,2746
0680010340,2015-04-07 19:36:58,26.50,2747
0680010308,2015-04-07 19:37:08,26.44,2748
0680010276,2015-04-07 19:37:18,26.44,2749
0680010244,2015-04-07 19:37:28,26.44,2750
0680010212,2015-04-07 19:37:38,26.44,2751
0680010180,2015-04-07 19:37:48,26.50,2752
0680010147,2015-04-07 19:37:58,26.50,2753
0680010115,2015-04-07 19:38:08,26.44,2754
0680010083,2015-04-07 19:38:18,26.44,2755
0680010051,2015-04-07 19:38:28,26.50,2756
0680010019,2015-04-07 19:38:39,26.44,2757
0680009987,2015-04-07 19:38:49,26.44,2758
0680009955,2015-04-07 19:38:59,26.50,2759
0680009923,2015-04-07 19:39:09,26.44,2760
0680009891,2015-04-07 19:39:19,26.44,2761
0680009859,2015-04-07 19:39:29,26.50,2762
0680009827,2015-04-07 19:39:39,26.44,2763
0680009795,2015-04-07 19:39:49,26.50,2764
0680009763,2015-04-07 19:39:59,26.50,2765
0680009731,2015-04-07 19:40:09,26.44,2766
0680009699,2015-04-07 19:40:20,26.44,2767
0680009667,2015-04-07 19:40:30,26.44,2768
0680009634,2015-04-07 19:40:40,26.50,2769
0680009602,2015-04-07 19:40:50,26.44,2770
0680009570,2015-04-07 19:41:00,26.44,2771
0680009538,2015-04-07 19:41:10,26.50,2772
0680009506,2015-04-07 19:41:20,26.44,2773
0680009474,2015-04-07 19:41:30,26.44,2774
0680009442,2015-04-07 19:41:40,26.44,2775
0680009410,2015-04-07 19:41:50,26.44,2776
0680009378,2015-04-07 19:42:00,26.44,2777
0680009346,2015-04-07 19:42:11,26.44,2778
0680009314,2015-04-07 19:42:21,26.44,2779
0680009282,2015-04-07 19:42:31,26.44,2780
0680009250,2015-04-07 19:42:41,26.44,2781
0680009218,2015-04-07 19:42:51,26.44,2782
0680009186,2015-04-07 19:43:01,26.44,2783
0680009154,2015-04-07 19:43:11,26.44,2784
0680009122,2015-04-07 19:43:21,26.44,2785
0680009089,2015-04-07 19:43:31,26.50,2786
0680009057,2015-04-07 19:43:41,26.44,2787
0680009025,2015-04-07 19:43:51,26.44,2788
0680008993,2015-04-07 19:44:02,26.50,2789
0680008961,2015-04-07 19:44:12,26.44,2790
0680008929,2015-04-07 19:44:22,26.44,2791
0680008897,2015-04-07 19:44:32,26.50,2792
0680008865,2015-04-07 19:44:42,26.44,2793
0680008833,2015-04-07 19:44:52,26.50,2794
0680008801,2015-04-07 19:45:02,26.50,2795
0680008769,2015-04-07 19:45:12,26.50,2796
0680008737,2015-04-07 19:45:22,26.37,2797
0680008705,2015-04-07 19:45:32,26.44,2798
0680008673,2015-04-07 19:45:43,26.50,2799
0680008641,2015-04-07 19:45:53,26.44,2800
0680008609,2015-04-07 19:46:03,26.50,2801
0680008576,2015-04-07 19:46:13,26.50,2802
0680008544,2015-04-07 19:46:23,26.44,2803
0680008512,2015-04-07 19:46:33,26.44,2804
0680008480,2015-04-07 19:46:43,26.44,2805
0680008448,2015-04-07 19:46:53,26.44,2806
0680008416,2015-04-07 19:47:03,26.44,2807
0680008384,2015-04-07 19:47:13,26.44,2808
0680008352,2015-04-07 19:47:24,26.44,2809
0680008320,2015-04-07 19:47:34,26.44,2810
0680008288,2015-04-07 19:47:44,26.50,2811
0680008256,2015-04-07 19:47:54,26.50,2812
0680008224,2015-04-07 19:48:04,26.50,2813
0680008192,2015-04-07 19:48:14,26.44,2814
0680008160,2015-04-07 19:48:24,26.50,2815
0680008128,2015-04-07 19:48:34,26.50,2816
0680008096,2015-04-07 19:48:44,26.50,2817
0680008063,2015-04-07 19:48:54,26.44,2818
0680008031,2015-04-07 19:49:04,26.44,2819
0680007999,2015-04-07 19:49:15,26.44,2820
0680007967,2015-04-07 19:49:25,26.44,2821
0680007935,2015-04-07 19:49:35,26.50,2822
0680007903,2015-04-07 19:49:45,26.44,2823
0680007871,2015-04-07 19:49:55,26.44,2824
0680007839,2015-04-07 19:50:05,26.44,2825
0680007807,2015-04-07 19:50:15,26.44,2826
0680007775,2015-04-07 19:50:25,26.44,2827
0680007743,2015-04-07 19:50:35,26.44,2828
0680007711,2015-04-07 19:50:46,26.50,2829
0680007679,2015-04-07 19:50:56,26.44,2830
0680007647,2015-04-07 19:51:06,26.50,2831
0680007615,2015-04-07 19:51:16,26.44,2832
0680007583,2015-04-07 19:51:26,26.44,2833
0680007550,2015-04-07 19:51:36,26.37,2834
0680007518,2015-04-07 19:51:46,26.44,2835
0680007486,2015-04-07 19:51:56,26.44,2836
0680007454,2015-04-07 19:52:06,26.44,2837
0680007422,2015-04-07 19:52:16,26.44,2838
0680007390,2015-04-07 19:52:26,26.44,2839
0680007358,2015-04-07 19:52:37,26.44,2840
0680007326,2015-04-07 19:52:47,26.44,2841
0680007294,2015-04-07 19:52:57,26.44,2842
0680007262,2015-04-07 19:53:07,26.50,2843
0680007230,2015-04-07 19:53:17,26.44,2844
0680007198,2015-04-07 19:53:27,26.44,2845
0680007166,2015-04-07 19:53:37,26.44,2846
0680007134,2015-04-07 19:53:47,26.44,2847
0680007102,2015-04-07 19:53:57,26.44,2848
0680007070,2015-04-07 19:54:07,26.44,2849
0680007038,2015-04-07 19:54:18,26.44,2850
0680007005,2015-04-07 19:54:28,26.44,2851
0680006973,2015-04-07 19:54:38,26.50,2852
0680006941,2015-04-07 19:54:48,26.50,2853
0680006909,2015-04-07 19:54:58,26.50,2854
0680006877,2015-04-07 19:55:08,26.50,2855
0680006845,2015-04-07 19:55:18,26.44,2856
0680006813,2015-04-07 19:55:28,26.44,2857
0680006781,2015-04-07 19:55:38,26.44,2858
0680006749,2015-04-07 19:55:48,26.44,2859
0680006717,2015-04-07 19:55:58,26.44,2860
0680006685,2015-04-07 19:56:09,26.50,2861
0680006653,2015-04-07 19:56:19,26.44,2862
0680006621,2015-04-07 19:56:29,26.44,2863
0683206621,2015-04-07 19:56:39,26.44,2864
0683206653,2015-04-07 19:56:49,26.44,2865
0683206685,2015-04-07 19:56:59,26.50,2866
0683206717,2015-04-07 19:57:09,26.44,2867
0683206749,2015-04-07 19:57:19,26.44,2868
0683206781,2015-04-07 19:57:29,26.44,2869
0683206813,2015-04-07 19:57:39,26.44,2870
0683206845,2015-04-07 19:57:49,26.50,2871
0683206877,2015-04-07 19:58:00,26.44,2872
0683206909,2015-04-07 19:58:10,26.44,2873
0683206941,2015-04-07 19:58:20,26.44,2874
0683206973,2015-04-07 19:58:30,26.44,2875
0683207005,2015-04-07 19:58:40,26.44,2876
0683207038,2015-04-07 19:58:50,26.44,2877
0683207070,2015-04-07 19:59:00,26.50,2878
0683207102,2015-04-07 19:59:10,26.44,2879
0683207134,2015-04-07 19:59:20,26.44,2880
0683207166,2015-04-07 19:59:30,26.44,2881
0683207198,2015-04-07 19:59:41,26.50,2882
0683207230,2015-04-07 19:59:51,26.44,2883
0683207262,2015-04-07 20:00:01,26.44,2884
0683207294,2015-04-07 20:00:11,26.50,2885
0683207326,2015-04-07 20:00:21,26.44,2886
0683207358,2015-04-07 20:00:31,26.44,2887
0683207390,2015-04-07 20:00:41,26.44,2888
0683207422,2015-04-07 20:00:51,26.50,2889
0683207454,2015-04-07 20:01:01,26.44,2890
0683207486,2015-04-07 20:01:12,26.44,2891
0683207518,2015-04-07 20:01:22,26.44,2892
0683207550,2015-04-07 20:01:32,26.50,2893
0683207583,2015-04-07 20:01:42,26.44,2894
0683207615,2015-04-07 20:01:52,26.44,2895
0683207647,2015-04-07 20:02:02,26.50,2896
0683207679,2015-04-07 20:02:12,26.44,2897
0683207711,2015-04-07 20:02:22,26.44,2898
0683207743,2015-04-07 20:02:32,26.44,2899
0683207775,2015-04-07 20:02:42,26.44,2900
0683207807,2015-04-07 20:02:52,26.50,2901
0683207839,2015-04-07 20:03:03,26.44,2902
0683207871,2015-04-07 20:03:13,26.50,2903
0683207903,2015-04-07 20:03:23,26.44,2904
0683207935,2015-04-07 20:03:33,26.50,2905
0683207967,2015-04-07 20:03:43,26.44,2906
0683207999,2015-04-07 20:03:53,26.44,2907
0683208031,2015-04-07 20:04:03,26.44,2908
0683208063,2015-04-07 20:04:13,26.44,2909
0683208096,2015-04-07 20:04:23,26.44,2910
0683208128,2015-04-07 20:04:33,26.44,2911
0683208160,2015-04-07 20:04:43,26.44,2912
0683208192,2015-04-07 20:04:54,26.50,2913
0683208224,2015-04-07 20:05:04,26.50,2914
0683208256,2015-04-07 20:05:14,26.50,2915
0683208288,2015-04-07 20:05:24,26.44,2916
0683208320,2015-04-07 20:05:34,26.50,2917
0683208352,2015-04-07 20:05:44,26.37,2918
0683208384,2015-04-07 20:05:54,26.44,2919
0683208416,2015-04-07 20:06:04,26.44,2920
0683208448,2015-04-07 20:06:14,26.50,2921
0683208480,2015-04-07 20:06:24,26.50,2922
0683208512,2015-04-07 20:06:34,26.44,2923
0683208544,2015-04-07 20:06:45,26.44,2924
0683208576,2015-04-07 20:06:55,26.44,2925
0683208609,2015-04-07 20:07:05,26.44,2926
0683208641,2015-04-07 20:07:15,26.44,2927
0683208673,2015-04-07 20:07:25,26.44,2928
0683208705,2015-04-07 20:07:35,26.44,2929
0683208737,2015-04-07 20:07:45,26.44,2930
0683208769,2015-04-07 20:07:55,26.44,2931
0683208801,2015-04-07 20:08:05,26.44,2932
0683208833,2015-04-07 20:08:15,26.44,2933
0683208865,2015-04-07 20:08:25,26.50,2934
0683208897,2015-04-07 20:08:36,26.44,2935
0683208929,2015-04-07 20:08:46,26.50,2936
0683208961,2015-04-07 20:08:56,26.44,2937
0683208993,2015-04-07 20:09:06,26.50,2938
0683209025,2015-04-07 20:09:16,26.44,2939
0683209057,2015-04-07 20:09:26,26.50,2940
0683209089,2015-04-07 20:09:36,26.50,2941
0683209122,2015-04-07 20:09:46,26.44,2942
0683209154,2015-04-07 20:09:56,26.44,2943
0683209186,2015-04-07 20:10:06,26.50,2944
0683209218,2015-04-07 20:10:17,26.50,2945
0683209250,2015-04-07 20:10:27,26.44,2946
0683209282,2015-04-07 20:10:37,26.44,2947
0683209314,2015-04-07 20:10:47,26.44,2948
0683209346,2015-04-07 20:10:57,26.50,2949
0683209378,2015-04-07 20:11:07,26.44,2950
0683209410,2015-04-07 20:11:17,26.44,2951
0683209442,2015-04-07 20:11:27,26.44,2952
0683209474,2015-04-07 20:11:37,26.44,2953
0683209506,2015-04-07 20:11:47,26.44,2954
0683209538,2015-04-07 20:11:58,26.50,2955
0683209570,2015-04-07 20:12:08,26.50,2956
0683209602,2015-04-07 20:12:18,26.50,2957
0683209634,2015-04-07 20:12:28,26.50,2958
0683209667,2015-04-07 20:12:38,26.44,2959
0683209699,2015-04-07 20:12:48,26.50,2960
0683209731,2015-04-07 20:12:58,26.50,2961
0683209763,2015-04-07 20:13:08,26.44,2962
0683209795,2015-04-07 20:13:18,26.50,2963
0683209827,2015-04-07 20:13:28,26.44,2964
0683209859,2015-04-07 20:13:38,26.50,2965
0683209891,2015-04-07 20:13:49,26.50,2966
0683209923,2015-04-07 20:13:59,26.44,2967
0683209955,2015-04-07 20:14:09,26.44,2968
0683209987,2015-04-07 20:14:19,26.50,2969
0683210019,2015-04-07 20:14:29,26.44,2970
0683210051,2015-04-07 20:14:39,26.50,2971
0683210083,2015-04-07 20:14:49,26.44,2972
0683210115,2015-04-07 20:14:59,26.44,2973
0683210147,2015-04-07 20:15:09,26.50,2974
0683210180,2015-04-07 20:15:19,26.44,2975
0683210212,2015-04-07 20:15:29,26.50,2976
0683210244,2015-04-07 20:15:40,26.44,2977
0683210276,2015-04-07 20:15:50,26.44,2978
0683210308,2015-04-07 20:16:00,26.50,2979
0683210340,2015-04-07 20:16:10,26.44,2980
0683210372,2015-04-07 20:16:20,26.44,2981
0683210404,2015-04-07 20:16:30,26.50,2982
0683210436,2015-04-07 20:16:40,26.44,2983
0683210468,2015-04-07 20:16:50,26.44,2984
0683210500,2015-04-07 20:17:00,26.50,2985
0683210532,2015-04-07 20:17:10,26.44,2986
0683210564,2015-04-07 20:17:21,26.44,2987
0683210596,2015-04-07 20:17:31,26.50,2988
0683210628,2015-04-07 20:17:41,26.50,2989
0686410660,2015-04-07 20:17:51,26.50,2990
0686410628,2015-04-07 20:18:01,26.50,2991
0686410596,2015-04-07 20:18:11,26.50,2992
0686410564,2015-04-07 20:18:21,26.50,2993
0686410532,2015-04-07 20:18:31,26.50,2994
0686410500,2015-04-07 20:18:41,26.44,2995
0686410468,2015-04-07 20:18:51,26.44,2996
0686410436,2015-04-07 20:19:02,26.44,2997
0686410404,2015-04-07 20:19:12,26.44,2998
0686410372,2015-04-07 20:19:22,26.44,2999
0686410340,2015-04-07 20:19:32,26.44,3000
0686410308,2015-04-07 20:19:42,26.50,3001
0686410276,2015-04-07 20:19:52,26.44,3002
0686410244,2015-04-07 20:20:02,26.44,3003
0686410212,2015-04-07 20:20:12,26.50,3004
0686410180,2015-04-07 20:20:22,26.50,3005
0686410147,2015-04-07 20:20:33,26.50,3006
0686410115,2015-04-07 20:20:43,26.50,3007
0686410083,2015-04-07 20:20:53,26.50,3008
0686410051,2015-04-07 20:21:03,26.44,3009
0686410019,2015-04-07 20:21:13,26.44,3010
0686409987,2015-04-07 20:21:23,26.50,3011
0686409955,2015-04-07 20:21:33,26.44,3012
0686409923,2015-04-07 20:21:43,26.50,3013
0686409891,2015-04-07 20:21:53,26.44,3014
0686409859,2015-04-07 20:22:03,26.50,3015
0686409827,2015-04-07 20:22:13,26.50,3016
0686409795,2015-04-07 20:22:24,26.44,3017
0686409763,2015-04-07 20:22:34,26.44,3018
0686409731,2015-04-07 20:22:44,26.44,3019
0686409699,2015-04-07 20:22:54,26.50,3020
0686409667,2015-04-07 20:23:04,26.44,3021
0686409634,2015-04-07 20:23:14,26.50,3022
0686409602,2015-04-07 20:23:24,26.50,3023
0686409570,2015-04-07 20:23:34,26.50,3024
0686409538,2015-04-07 20:23:44,26.50,3025
0686409506,2015-04-07 20:23:54,26.50,3026
0686409474,2015-04-07 20:24:04,26.50,3027
0686409442,2015-04-07 20:24:15,26.50,3028
0686409410,2015-04-07 20:24:25,26.44,3029
0686409378,2015-04-07 20:24:35,26.44,3030
0686409346,2015-04-07 20:24:45,26.44,3031
0686409314,2015-04-07 20:24:55,26.44,3032
0686409282,2015-04-07 20:25:05,26.44,3033
0686409250,2015-04-07 20:25:15,26.50,3034
0686409218,2015-04-07 20:25:25,26.44,3035
0686409186,2015-04-07 20:25:35,26.50,3036
0686409154,2015-04-07 20:25:45,26.50,3037
0686409122,2015-04-07 20:25:55,26.50,3038
0686409089,2015-04-07 20:26:06,26.50,3039
0686409057,2015-04-07 20:26:16,26.50,3040
0686409025,2015-04-07 20:26:26,26.44,3041
0686408993,2015-04-07 20:26:36,26.44,3042
0686408961,2015-04-07 20:26:46,26.50,3043
0686408929,2015-04-07 20:26:56,26.44,3044
0686408897,2015-04-07 20:27:06,26.44,3045
0686408865,2015-04-07 20:27:16,,3046
0686408833,2015-04-07 20:27:26,26.06,3047
0686408801,2015-04-07 20:27:36,26.06,3048
0686408769,2015-04-07 20:27:47,26.06,3049
0686408737,2015-04-07 20:27:57,26.06,3050
0686408705,2015-04-07 20:28:07,26.06,3051
0686408673,2015-04-07 20:28:17,26.06,3052
0686408641,2015-04-07 20:28:27,26.06,3053
0686408609,2015-04-07 20:28:37,26.06,3054
0686408576,2015-04-07 20:28:47,26.06,3055
0686408544,2015-04-07 20:28:57,26.06,3056
0686408512,2015-04-07 20:29:07,26.06,3057
0686408480,2015-04-07 20:29:17,26.06,3058
0686408448,2015-04-07 20:29:28,26.06,3059
0686408416,2015-04-07 20:29:38,26.12,3060
0686408384,2015-04-07 20:29:48,26.06,3061
0686408352,2015-04-07 20:29:58,26.06,3062
0686408320,2015-04-07 20:30:08,26.00,3063
0686408288,2015-04-07 20:30:18,26.06,3064
0686408256,2015-04-07 20:30:28,26.06,3065
0686408224,2015-04-07 20:30:38,26.06,3066
0686408192,2015-04-07 20:30:48,26.06,3067
0686408160,2015-04-07 20:30:59,26.06,3068
0686408128,2015-04-07 20:31:09,26.06,3069
0686408096,2015-04-07 20:31:19,26.06,3070
0686408063,2015-04-07 20:31:29,26.06,3071
0686408031,2015-04-07 20:31:39,26.06,3072
0686407999,2015-04-07 20:31:49,26.06,3073
0686407967,2015-04-07 20:31:59,26.06,3074
0686407935,2015-04-07 20:32:09,26.06,3075
0686407903,2015-04-07 20:32:19,26.06,3076
0686407871,2015-04-07 20:32:29,26.06,3077
0686407839,2015-04-07 20:32:39,26.06,3078
0686407807,2015-04-07 20:32:50,26.06,3079
0686407775,2015-04-07 20:33:00,26.06,3080
0686407743,2015-04-07 20:33:10,26.06,3081
0686407711,2015-04-07 20:33:20,26.06,3082
0686407679,2015-04-07 20:33:30,26.06,3083
0686407647,2015-04-07 20:33:40,26.06,3084
0686407615,2015-04-07 20:33:50,26.06,3085
0686407583,2015-04-07 20:34:00,26.06,3086
0686407550,2015-04-07 20:34:10,26.12,3087
0686407518,2015-04-07 20:34:20,26.06,3088
0686407486,2015-04-07 20:34:30,26.06,3089
0686407454,2015-04-07 20:34:41,26.12,3090
0686407422,2015-04-07 20:34:51,26.12,3091
0686407390,2015-04-07 20:35:01,26.06,3092
0686407358,2015-04-07 20:35:11,26.06,3093
0686407326,2015-04-07 20:35:21,26.06,3094
0686407294,2015-04-07 20:35:31,26.06,3095
0686407262,2015-04-07 20:35:41,26.12,3096
0686407230,2015-04-07 20:35:51,26.06,3097
0686407198,2015-04-07 20:36:01,26.06,3098
0686407166,2015-04-07 20:36:11,26.06,3099
0686407134,2015-04-07 20:36:22,26.12,3100
0686407102,2015-04-07 20:36:32,26.06,3101
