#position,date,temperatur(degree celsius),datafoldername
0657609378,2015-04-07 17:28:32,26.25,1984
0657609410,2015-04-07 17:28:42,26.19,1985
0657609442,2015-04-07 17:28:52,26.19,1986
0657609474,2015-04-07 17:29:02,26.19,1987
0657609506,2015-04-07 17:29:12,26.25,1988
0657609538,2015-04-07 17:29:23,26.19,1989
0657609570,2015-04-07 17:29:33,26.25,1990
0657609602,2015-04-07 17:29:43,26.19,1991
0657609634,2015-04-07 17:29:53,26.25,1992
0657609667,2015-04-07 17:30:03,26.19,1993
0657609699,2015-04-07 17:30:13,26.19,1994
0657609731,2015-04-07 17:30:23,26.19,1995
0657609763,2015-04-07 17:30:33,26.25,1996
0657609795,2015-04-07 17:30:43,26.19,1997
0657609827,2015-04-07 17:30:54,26.19,1998
0657609859,2015-04-07 17:31:04,26.19,1999
0657609891,2015-04-07 17:31:14,26.19,2000
0657609923,2015-04-07 17:31:24,26.25,2001
0657609955,2015-04-07 17:31:34,26.19,2002
0657609987,2015-04-07 17:31:44,26.19,2003
0657610019,2015-04-07 17:31:54,26.19,2004
0657610051,2015-04-07 17:32:04,26.25,2005
0657610083,2015-04-07 17:32:14,26.19,2006
0657610115,2015-04-07 17:32:24,26.19,2007
0657610147,2015-04-07 17:32:35,26.25,2008
0657610180,2015-04-07 17:32:45,26.19,2009
0657610212,2015-04-07 17:32:55,26.19,2010
0657610244,2015-04-07 17:33:05,26.19,2011
0657610276,2015-04-07 17:33:15,26.25,2012
0657610308,2015-04-07 17:33:25,26.25,2013
0657610340,2015-04-07 17:33:35,26.19,2014
0657610372,2015-04-07 17:33:45,26.19,2015
0657610404,2015-04-07 17:33:55,26.25,2016
0657610436,2015-04-07 17:34:05,26.19,2017
0660810468,2015-04-07 17:34:15,26.19,2018
0660810436,2015-04-07 17:34:26,26.19,2019
0660810404,2015-04-07 17:34:36,26.19,2020
0660810372,2015-04-07 17:34:46,26.19,2021
0660810340,2015-04-07 17:34:56,26.19,2022
0660810308,2015-04-07 17:35:06,26.19,2023
0660810276,2015-04-07 17:35:16,26.25,2024
0660810244,2015-04-07 17:35:26,26.19,2025
0660810212,2015-04-07 17:35:36,26.19,2026
0660810180,2015-04-07 17:35:46,26.19,2027
0660810147,2015-04-07 17:35:56,26.19,2028
0660810115,2015-04-07 17:36:07,26.19,2029
0660810083,2015-04-07 17:36:17,26.19,2030
0660810051,2015-04-07 17:36:27,26.19,2031
0660810019,2015-04-07 17:36:37,26.19,2032
0660809987,2015-04-07 17:36:47,26.19,2033
0660809955,2015-04-07 17:36:57,26.19,2034
0660809923,2015-04-07 17:37:07,26.19,2035
0660809891,2015-04-07 17:37:17,26.19,2036
0660809859,2015-04-07 17:37:28,26.19,2037
0660809827,2015-04-07 17:37:38,26.19,2038
0660809795,2015-04-07 17:37:48,26.19,2039
0660809763,2015-04-07 17:37:58,26.19,2040
0660809731,2015-04-07 17:38:08,26.19,2041
0660809699,2015-04-07 17:38:18,26.19,2042
0660809667,2015-04-07 17:38:28,26.25,2043
0660809634,2015-04-07 17:38:38,26.19,2044
0660809602,2015-04-07 17:38:48,26.19,2045
0660809570,2015-04-07 17:38:58,26.25,2046
0660809538,2015-04-07 17:39:08,26.25,2047
0660809506,2015-04-07 17:39:19,26.19,2048
0660809474,2015-04-07 17:39:29,26.19,2049
0660809442,2015-04-07 17:39:39,26.19,2050
0660809410,2015-04-07 17:39:49,26.19,2051
0660809378,2015-04-07 17:39:59,26.19,2052
0660809346,2015-04-07 17:40:09,26.19,2053
0660809314,2015-04-07 17:40:19,26.19,2054
0660809282,2015-04-07 17:40:29,26.19,2055
0660809250,2015-04-07 17:40:39,26.19,2056
0660809218,2015-04-07 17:40:49,26.25,2057
0660809186,2015-04-07 17:41:00,26.25,2058
0660809154,2015-04-07 17:41:10,26.19,2059
0660809122,2015-04-07 17:41:20,26.25,2060
0660809089,2015-04-07 17:41:30,26.19,2061
0660809057,2015-04-07 17:41:40,26.19,2062
0660809025,2015-04-07 17:41:50,26.25,2063
0660808993,2015-04-07 17:42:00,26.19,2064
0660808961,2015-04-07 17:42:10,26.25,2065
0660808929,2015-04-07 17:42:20,26.25,2066
0660808897,2015-04-07 17:42:31,26.25,2067
0660808865,2015-04-07 17:42:41,26.19,2068
0660808833,2015-04-07 17:42:51,26.25,2069
0660808801,2015-04-07 17:43:01,26.19,2070
0660808769,2015-04-07 17:43:11,26.19,2071
0660808737,2015-04-07 17:43:21,26.25,2072
0660808705,2015-04-07 17:43:31,26.25,2073
0660808673,2015-04-07 17:43:41,26.25,2074
0660808641,2015-04-07 17:43:51,26.19,2075
0660808609,2015-04-07 17:44:01,26.25,2076
0660808576,2015-04-07 17:44:12,26.25,2077
0660808544,2015-04-07 17:44:22,26.25,2078
0660808512,2015-04-07 17:44:32,26.19,2079
0660808480,2015-04-07 17:44:42,26.19,2080
0660808448,2015-04-07 17:44:52,26.25,2081
0660808416,2015-04-07 17:45:02,26.19,2082
0660808384,2015-04-07 17:45:12,26.19,2083
0660808352,2015-04-07 17:45:22,26.19,2084
0660808320,2015-04-07 17:45:32,26.19,2085
0660808288,2015-04-07 17:45:42,26.19,2086
0660808256,2015-04-07 17:45:52,26.25,2087
0660808224,2015-04-07 17:46:03,26.25,2088
0660808192,2015-04-07 17:46:13,26.19,2089
0660808160,2015-04-07 17:46:23,26.25,2090
0660808128,2015-04-07 17:46:33,26.25,2091
0660808096,2015-04-07 17:46:44,26.19,2092
0660808063,2015-04-07 17:46:54,26.25,2093
0660808031,2015-04-07 17:47:04,26.25,2094
0660807999,2015-04-07 17:47:14,26.19,2095
0660807967,2015-04-07 17:47:24,26.25,2096
0660807935,2015-04-07 17:47:34,26.25,2097
0660807903,2015-04-07 17:47:44,26.25,2098
0660807871,2015-04-07 17:47:54,26.25,2099
0660807839,2015-04-07 17:48:05,26.25,2100
0660807807,2015-04-07 17:48:15,26.19,2101
0660807775,2015-04-07 17:48:25,26.25,2102
0660807743,2015-04-07 17:48:35,26.25,2103
0660807711,2015-04-07 17:48:45,26.19,2104
0660807679,2015-04-07 17:48:55,26.19,2105
0660807647,2015-04-07 17:49:05,26.25,2106
0660807615,2015-04-07 17:49:15,26.19,2107
0660807583,2015-04-07 17:49:25,26.19,2108
0660807550,2015-04-07 17:49:35,26.25,2109
0660807518,2015-04-07 17:49:46,26.19,2110
0660807486,2015-04-07 17:49:56,26.19,2111
0660807454,2015-04-07 17:50:06,26.19,2112
0660807422,2015-04-07 17:50:16,26.25,2113
0660807390,2015-04-07 17:50:26,26.25,2114
0660807358,2015-04-07 17:50:36,26.19,2115
0660807326,2015-04-07 17:50:46,26.19,2116
0660807294,2015-04-07 17:50:56,26.19,2117
0660807262,2015-04-07 17:51:06,26.25,2118
0660807230,2015-04-07 17:51:16,26.19,2119
0660807198,2015-04-07 17:51:26,26.19,2120
0660807166,2015-04-07 17:51:37,26.19,2121
0660807134,2015-04-07 17:51:47,26.25,2122
0660807102,2015-04-07 17:51:57,26.25,2123
0660807070,2015-04-07 17:52:07,26.25,2124
0660807038,2015-04-07 17:52:17,26.19,2125
0660807005,2015-04-07 17:52:27,26.25,2126
0660806973,2015-04-07 17:52:37,26.19,2127
0660806941,2015-04-07 17:52:47,26.25,2128
0660806909,2015-04-07 17:52:57,26.25,2129
0660806877,2015-04-07 17:53:07,26.25,2130
0660806845,2015-04-07 17:53:17,26.19,2131
0660806813,2015-04-07 17:53:28,26.25,2132
0660806781,2015-04-07 17:53:38,26.25,2133
0664006749,2015-04-07 17:53:48,26.19,2134
0664006781,2015-04-07 17:53:58,26.19,2135
0664006813,2015-04-07 17:54:08,26.25,2136
0664006845,2015-04-07 17:54:18,26.25,2137
0664006877,2015-04-07 17:54:28,26.25,2138
0664006909,2015-04-07 17:54:38,26.19,2139
0664006941,2015-04-07 17:54:48,26.25,2140
0664006973,2015-04-07 17:54:58,26.19,2141
0664007005,2015-04-07 17:55:08,26.19,2142
0664007038,2015-04-07 17:55:19,26.19,2143
0664007070,2015-04-07 17:55:29,26.25,2144
0664007102,2015-04-07 17:55:39,26.25,2145
0664007134,2015-04-07 17:55:49,26.19,2146
0664007166,2015-04-07 17:55:59,26.25,2147
0664007198,2015-04-07 17:56:09,26.19,2148
0664007230,2015-04-07 17:56:19,26.25,2149
0664007262,2015-04-07 17:56:29,26.19,2150
0664007294,2015-04-07 17:56:39,26.19,2151
0664007326,2015-04-07 17:56:49,26.19,2152
0664007358,2015-04-07 17:57:00,26.19,2153
0664007390,2015-04-07 17:57:10,26.25,2154
0664007422,2015-04-07 17:57:20,26.25,2155
0664007454,2015-04-07 17:57:30,26.25,2156
0664007486,2015-04-07 17:57:40,26.25,2157
0664007518,2015-04-07 17:57:50,26.19,2158
0664007550,2015-04-07 17:58:00,26.25,2159
0664007583,2015-04-07 17:58:10,26.19,2160
0664007615,2015-04-07 17:58:20,26.19,2161
0664007647,2015-04-07 17:58:31,26.25,2162
0664007679,2015-04-07 17:58:41,26.25,2163
0664007711,2015-04-07 17:58:51,26.25,2164
0664007743,2015-04-07 17:59:01,26.19,2165
0664007775,2015-04-07 17:59:11,26.19,2166
0664007807,2015-04-07 17:59:21,26.25,2167
0664007839,2015-04-07 17:59:31,26.19,2168
0664007871,2015-04-07 17:59:41,26.19,2169
0664007903,2015-04-07 17:59:51,26.19,2170
0664007935,2015-04-07 18:00:01,26.25,2171
0664007967,2015-04-07 18:00:12,26.19,2172
0664007999,2015-04-07 18:00:22,26.12,2173
0664008031,2015-04-07 18:00:32,26.25,2174
0664008063,2015-04-07 18:00:42,26.25,2175
0664008096,2015-04-07 18:00:52,26.19,2176
0664008128,2015-04-07 18:01:02,26.19,2177
0664008160,2015-04-07 18:01:13,26.19,2178
0664008192,2015-04-07 18:01:23,26.19,2179
0664008224,2015-04-07 18:01:33,26.25,2180
0664008256,2015-04-07 18:01:43,26.25,2181
0664008288,2015-04-07 18:01:53,26.25,2182
0664008320,2015-04-07 18:02:03,26.19,2183
0664008352,2015-04-07 18:02:13,26.19,2184
0664008384,2015-04-07 18:02:23,26.19,2185
0664008416,2015-04-07 18:02:33,26.19,2186
0664008448,2015-04-07 18:02:44,26.25,2187
0664008480,2015-04-07 18:02:54,26.25,2188
0664008512,2015-04-07 18:03:04,26.19,2189
0664008544,2015-04-07 18:03:14,26.25,2190
0664008576,2015-04-07 18:03:24,26.19,2191
0664008609,2015-04-07 18:03:34,26.25,2192
0664008641,2015-04-07 18:03:44,26.25,2193
0664008673,2015-04-07 18:03:54,26.25,2194
0664008705,2015-04-07 18:04:04,26.25,2195
0664008737,2015-04-07 18:04:14,26.25,2196
0664008769,2015-04-07 18:04:24,26.25,2197
0664008801,2015-04-07 18:04:35,26.19,2198
0664008833,2015-04-07 18:04:45,26.19,2199
0664008865,2015-04-07 18:04:55,26.12,2200
0664008897,2015-04-07 18:05:05,26.25,2201
0664008929,2015-04-07 18:05:15,26.19,2202
0664008961,2015-04-07 18:05:25,26.25,2203
0664008993,2015-04-07 18:05:35,26.19,2204
0664009025,2015-04-07 18:05:45,26.19,2205
0664009057,2015-04-07 18:05:55,26.25,2206
0664009089,2015-04-07 18:06:05,26.19,2207
0664009122,2015-04-07 18:06:15,26.19,2208
0664009154,2015-04-07 18:06:26,26.19,2209
0664009186,2015-04-07 18:06:36,26.19,2210
0664009218,2015-04-07 18:06:46,26.19,2211
0664009250,2015-04-07 18:06:56,26.19,2212
0664009282,2015-04-07 18:07:06,26.19,2213
0664009314,2015-04-07 18:07:16,26.19,2214
0664009346,2015-04-07 18:07:26,26.19,2215
0664009378,2015-04-07 18:07:36,26.25,2216
0664009410,2015-04-07 18:07:46,26.19,2217
0664009442,2015-04-07 18:07:56,26.19,2218
0664009474,2015-04-07 18:08:07,26.19,2219
0664009506,2015-04-07 18:08:17,26.19,2220
0664009538,2015-04-07 18:08:27,26.19,2221
0664009570,2015-04-07 18:08:37,26.19,2222
0664009602,2015-04-07 18:08:47,26.19,2223
0664009634,2015-04-07 18:08:57,26.19,2224
0664009667,2015-04-07 18:09:07,26.19,2225
0664009699,2015-04-07 18:09:17,26.25,2226
0664009731,2015-04-07 18:09:27,26.19,2227
0664009763,2015-04-07 18:09:37,26.25,2228
0664009795,2015-04-07 18:09:48,26.19,2229
0664009827,2015-04-07 18:09:58,26.19,2230
0664009859,2015-04-07 18:10:08,26.19,2231
0664009891,2015-04-07 18:10:18,26.19,2232
0664009923,2015-04-07 18:10:28,26.19,2233
0664009955,2015-04-07 18:10:38,26.25,2234
0664009987,2015-04-07 18:10:48,26.25,2235
0664010019,2015-04-07 18:10:58,26.25,2236
0664010051,2015-04-07 18:11:08,26.25,2237
0664010083,2015-04-07 18:11:18,26.25,2238
0664010115,2015-04-07 18:11:28,26.19,2239
0664010147,2015-04-07 18:11:39,26.19,2240
0664010180,2015-04-07 18:11:49,26.19,2241
0664010212,2015-04-07 18:11:59,26.25,2242
0664010244,2015-04-07 18:12:09,26.25,2243
0664010276,2015-04-07 18:12:19,26.19,2244
0664010308,2015-04-07 18:12:29,26.19,2245
0664010340,2015-04-07 18:12:39,26.25,2246
0664010372,2015-04-07 18:12:49,26.25,2247
0664010404,2015-04-07 18:12:59,26.19,2248
0664010436,2015-04-07 18:13:09,26.25,2249
0664010468,2015-04-07 18:13:20,26.19,2250
0664010500,2015-04-07 18:13:30,26.19,2251
0667210532,2015-04-07 18:13:40,26.19,2252
0667210500,2015-04-07 18:13:50,26.12,2253
0667210468,2015-04-07 18:14:00,26.19,2254
0667210436,2015-04-07 18:14:10,26.19,2255
0667210404,2015-04-07 18:14:20,26.25,2256
0667210372,2015-04-07 18:14:30,26.25,2257
0667210340,2015-04-07 18:14:40,26.19,2258
0667210308,2015-04-07 18:14:50,26.19,2259
0667210276,2015-04-07 18:15:00,26.19,2260
0667210244,2015-04-07 18:15:11,26.25,2261
0667210212,2015-04-07 18:15:21,26.19,2262
0667210180,2015-04-07 18:15:31,26.19,2263
0667210147,2015-04-07 18:15:41,26.25,2264
0667210115,2015-04-07 18:15:51,26.19,2265
0667210083,2015-04-07 18:16:01,26.19,2266
0667210051,2015-04-07 18:16:11,26.19,2267
0667210019,2015-04-07 18:16:21,26.25,2268
0667209987,2015-04-07 18:16:31,26.19,2269
0667209955,2015-04-07 18:16:41,26.19,2270
0667209923,2015-04-07 18:16:51,26.19,2271
0667209891,2015-04-07 18:17:02,26.19,2272
0667209859,2015-04-07 18:17:12,26.19,2273
0667209827,2015-04-07 18:17:22,26.19,2274
0667209795,2015-04-07 18:17:32,26.19,2275
0667209763,2015-04-07 18:17:42,26.19,2276
0667209731,2015-04-07 18:17:52,26.19,2277
0667209699,2015-04-07 18:18:02,26.19,2278
0667209667,2015-04-07 18:18:12,26.19,2279
0667209634,2015-04-07 18:18:22,26.19,2280
0667209602,2015-04-07 18:18:32,26.19,2281
0667209570,2015-04-07 18:18:42,26.19,2282
0667209538,2015-04-07 18:18:53,26.19,2283
0667209506,2015-04-07 18:19:03,26.19,2284
0667209474,2015-04-07 18:19:13,26.19,2285
0667209442,2015-04-07 18:19:23,26.19,2286
0667209410,2015-04-07 18:19:33,26.19,2287
0667209378,2015-04-07 18:19:43,26.19,2288
0667209346,2015-04-07 18:19:53,26.25,2289
0667209314,2015-04-07 18:20:03,26.19,2290
0667209282,2015-04-07 18:20:13,26.19,2291
0667209250,2015-04-07 18:20:23,26.19,2292
0667209218,2015-04-07 18:20:33,26.19,2293
0667209186,2015-04-07 18:20:44,26.25,2294
0667209154,2015-04-07 18:20:54,26.19,2295
0667209122,2015-04-07 18:21:04,26.25,2296
0667209089,2015-04-07 18:21:14,26.19,2297
0667209057,2015-04-07 18:21:24,26.19,2298
0667209025,2015-04-07 18:21:34,26.19,2299
0667208993,2015-04-07 18:21:44,26.25,2300
0667208961,2015-04-07 18:21:54,26.25,2301
0667208929,2015-04-07 18:22:04,26.25,2302
0667208897,2015-04-07 18:22:15,26.19,2303
0667208865,2015-04-07 18:22:25,26.19,2304
0667208833,2015-04-07 18:22:35,26.19,2305
0667208801,2015-04-07 18:22:45,26.25,2306
0667208769,2015-04-07 18:22:55,26.19,2307
0667208737,2015-04-07 18:23:05,26.25,2308
0667208705,2015-04-07 18:23:15,26.19,2309
0667208673,2015-04-07 18:23:25,26.19,2310
0667208641,2015-04-07 18:23:35,26.25,2311
0667208609,2015-04-07 18:23:46,26.19,2312
0667208576,2015-04-07 18:23:56,26.25,2313
0667208544,2015-04-07 18:24:06,26.25,2314
0667208512,2015-04-07 18:24:16,26.19,2315
0667208480,2015-04-07 18:24:26,26.19,2316
0667208448,2015-04-07 18:24:36,26.25,2317
0667208416,2015-04-07 18:24:46,26.19,2318
0667208384,2015-04-07 18:24:56,26.19,2319
0667208352,2015-04-07 18:25:06,26.19,2320
0667208320,2015-04-07 18:25:17,26.19,2321
0667208288,2015-04-07 18:25:27,26.19,2322
0667208256,2015-04-07 18:25:37,26.19,2323
0667208224,2015-04-07 18:25:47,26.19,2324
0667208192,2015-04-07 18:25:57,26.19,2325
0667208160,2015-04-07 18:26:07,26.25,2326
0667208128,2015-04-07 18:26:17,26.19,2327
0667208096,2015-04-07 18:26:27,26.19,2328
0667208063,2015-04-07 18:26:37,26.25,2329
0667208031,2015-04-07 18:26:47,26.25,2330
0667207999,2015-04-07 18:26:58,26.19,2331
0667207967,2015-04-07 18:27:08,26.25,2332
0667207935,2015-04-07 18:27:18,26.19,2333
0667207903,2015-04-07 18:27:28,26.19,2334
0667207871,2015-04-07 18:27:38,26.19,2335
0667207839,2015-04-07 18:27:48,26.25,2336
0667207807,2015-04-07 18:27:58,26.19,2337
0667207775,2015-04-07 18:28:08,26.25,2338
0667207743,2015-04-07 18:28:18,26.19,2339
0667207711,2015-04-07 18:28:28,26.25,2340
0667207679,2015-04-07 18:28:38,26.25,2341
0667207647,2015-04-07 18:28:49,26.19,2342
0667207615,2015-04-07 18:28:59,26.19,2343
0667207583,2015-04-07 18:29:09,26.25,2344
0667207550,2015-04-07 18:29:19,26.19,2345
0667207518,2015-04-07 18:29:29,26.19,2346
0667207486,2015-04-07 18:29:39,26.25,2347
0667207454,2015-04-07 18:29:49,26.19,2348
0667207422,2015-04-07 18:29:59,26.19,2349
0667207390,2015-04-07 18:30:09,26.25,2350
0667207358,2015-04-07 18:30:19,26.19,2351
0667207326,2015-04-07 18:30:29,26.19,2352
0667207294,2015-04-07 18:30:40,26.25,2353
0667207262,2015-04-07 18:30:50,26.25,2354
0667207230,2015-04-07 18:31:00,26.19,2355
0667207198,2015-04-07 18:31:10,26.19,2356
0667207166,2015-04-07 18:31:20,26.25,2357
0667207134,2015-04-07 18:31:30,26.19,2358
0667207102,2015-04-07 18:31:40,26.19,2359
0667207070,2015-04-07 18:31:50,26.25,2360
0667207038,2015-04-07 18:32:00,26.19,2361
0667207005,2015-04-07 18:32:10,26.25,2362
0667206973,2015-04-07 18:32:21,26.19,2363
0667206941,2015-04-07 18:32:31,26.19,2364
0667206909,2015-04-07 18:32:41,26.25,2365
0667206877,2015-04-07 18:32:51,26.19,2366
0667206845,2015-04-07 18:33:01,26.25,2367
0667206813,2015-04-07 18:33:11,26.19,2368
0667206781,2015-04-07 18:33:21,26.19,2369
0667206749,2015-04-07 18:33:31,26.19,2370
0667206717,2015-04-07 18:33:41,26.19,2371
0670406717,2015-04-07 18:33:51,26.25,2372
0670406749,2015-04-07 18:34:01,26.19,2373
0670406781,2015-04-07 18:34:12,26.25,2374
0670406813,2015-04-07 18:34:22,26.25,2375
0670406845,2015-04-07 18:34:32,26.19,2376
0670406877,2015-04-07 18:34:42,26.19,2377
0670406909,2015-04-07 18:34:52,26.19,2378
0670406941,2015-04-07 18:35:02,26.19,2379
0670406973,2015-04-07 18:35:12,26.25,2380
0670407005,2015-04-07 18:35:22,26.25,2381
0670407038,2015-04-07 18:35:32,26.19,2382
0670407070,2015-04-07 18:35:42,26.19,2383
0670407102,2015-04-07 18:35:53,26.19,2384
0670407134,2015-04-07 18:36:03,26.25,2385
0670407166,2015-04-07 18:36:13,26.19,2386
0670407198,2015-04-07 18:36:23,26.25,2387
0670407230,2015-04-07 18:36:33,26.19,2388
0670407262,2015-04-07 18:36:43,26.19,2389
0670407294,2015-04-07 18:36:53,26.19,2390
0670407326,2015-04-07 18:37:03,26.25,2391
0670407358,2015-04-07 18:37:13,26.25,2392
0670407390,2015-04-07 18:37:23,26.19,2393
0670407422,2015-04-07 18:37:33,26.19,2394
0670407454,2015-04-07 18:37:44,26.19,2395
0670407486,2015-04-07 18:37:54,26.25,2396
0670407518,2015-04-07 18:38:04,26.19,2397
0670407550,2015-04-07 18:38:14,26.19,2398
0670407583,2015-04-07 18:38:24,26.19,2399
0670407615,2015-04-07 18:38:34,26.25,2400
0670407647,2015-04-07 18:38:44,26.25,2401
0670407679,2015-04-07 18:38:54,26.19,2402
0670407711,2015-04-07 18:39:04,26.19,2403
0670407743,2015-04-07 18:39:15,26.19,2404
0670407775,2015-04-07 18:39:25,26.25,2405
0670407807,2015-04-07 18:39:35,26.19,2406
0670407839,2015-04-07 18:39:45,26.25,2407
0670407871,2015-04-07 18:39:55,26.25,2408
0670407903,2015-04-07 18:40:05,26.25,2409
0670407935,2015-04-07 18:40:15,26.19,2410
0670407967,2015-04-07 18:40:25,26.25,2411
0670407999,2015-04-07 18:40:35,26.25,2412
0670408031,2015-04-07 18:40:45,26.19,2413
0670408063,2015-04-07 18:40:55,26.25,2414
0670408096,2015-04-07 18:41:06,26.19,2415
0670408128,2015-04-07 18:41:16,26.25,2416
0670408160,2015-04-07 18:41:26,26.19,2417
0670408192,2015-04-07 18:41:36,26.25,2418
0670408224,2015-04-07 18:41:46,26.19,2419
0670408256,2015-04-07 18:41:56,26.25,2420
0670408288,2015-04-07 18:42:06,26.19,2421
0670408320,2015-04-07 18:42:16,26.25,2422
0670408352,2015-04-07 18:42:26,26.19,2423
0670408384,2015-04-07 18:42:36,26.19,2424
0670408416,2015-04-07 18:42:46,26.19,2425
0670408448,2015-04-07 18:42:57,26.19,2426
0670408480,2015-04-07 18:43:07,26.25,2427
0670408512,2015-04-07 18:43:17,26.19,2428
0670408544,2015-04-07 18:43:27,26.19,2429
0670408576,2015-04-07 18:43:37,26.25,2430
0670408609,2015-04-07 18:43:47,26.19,2431
0670408641,2015-04-07 18:43:57,26.19,2432
0670408673,2015-04-07 18:44:07,26.19,2433
0670408705,2015-04-07 18:44:17,26.25,2434
0670408737,2015-04-07 18:44:27,26.25,2435
0670408769,2015-04-07 18:44:38,26.19,2436
0670408801,2015-04-07 18:44:48,26.19,2437
0670408833,2015-04-07 18:44:58,26.19,2438
0670408865,2015-04-07 18:45:08,2626.44,2439
0670408897,2015-04-07 18:45:18,26.44,2440
0670408929,2015-04-07 18:45:28,26.44,2441
0670408961,2015-04-07 18:45:38,26.44,2442
0670408993,2015-04-07 18:45:48,26.44,2443
0670409025,2015-04-07 18:45:58,26.44,2444
0670409057,2015-04-07 18:46:08,26.44,2445
0670409089,2015-04-07 18:46:18,26.44,2446
0670409122,2015-04-07 18:46:29,26.37,2447
0670409154,2015-04-07 18:46:39,26.37,2448
0670409186,2015-04-07 18:46:49,26.37,2449
0670409218,2015-04-07 18:46:59,26.44,2450
0670409250,2015-04-07 18:47:09,26.44,2451
0670409282,2015-04-07 18:47:19,26.44,2452
0670409314,2015-04-07 18:47:29,26.44,2453
0670409346,2015-04-07 18:47:39,26.44,2454
0670409378,2015-04-07 18:47:49,26.44,2455
0670409410,2015-04-07 18:47:59,26.44,2456
0670409442,2015-04-07 18:48:10,26.44,2457
0670409474,2015-04-07 18:48:20,26.50,2458
0670409506,2015-04-07 18:48:30,26.44,2459
0670409538,2015-04-07 18:48:40,26.44,2460
0670409570,2015-04-07 18:48:50,26.44,2461
0670409602,2015-04-07 18:49:00,26.44,2462
0670409634,2015-04-07 18:49:10,26.44,2463
0670409667,2015-04-07 18:49:20,26.44,2464
0670409699,2015-04-07 18:49:30,26.44,2465
0670409731,2015-04-07 18:49:40,26.44,2466
0670409763,2015-04-07 18:49:50,26.37,2467
0670409795,2015-04-07 18:50:01,26.50,2468
0670409827,2015-04-07 18:50:11,26.44,2469
0670409859,2015-04-07 18:50:21,26.44,2470
0670409891,2015-04-07 18:50:31,26.44,2471
0670409923,2015-04-07 18:50:41,26.44,2472
0670409955,2015-04-07 18:50:51,26.37,2473
0670409987,2015-04-07 18:51:01,26.44,2474
0670410019,2015-04-07 18:51:11,26.50,2475
0670410051,2015-04-07 18:51:21,26.37,2476
0670410083,2015-04-07 18:51:31,26.44,2477
0670410115,2015-04-07 18:51:42,26.44,2478
0670410147,2015-04-07 18:51:52,26.44,2479
0670410180,2015-04-07 18:52:02,26.44,2480
0670410212,2015-04-07 18:52:12,26.44,2481
0670410244,2015-04-07 18:52:22,26.44,2482
0670410276,2015-04-07 18:52:32,26.44,2483
0670410308,2015-04-07 18:52:42,26.44,2484
0670410340,2015-04-07 18:52:52,26.50,2485
0670410372,2015-04-07 18:53:02,26.44,2486
0670410404,2015-04-07 18:53:12,26.44,2487
0670410436,2015-04-07 18:53:22,26.44,2488
0670410468,2015-04-07 18:53:33,26.44,2489
0670410500,2015-04-07 18:53:43,26.37,2490
0670410532,2015-04-07 18:53:53,26.44,2491
0673610564,2015-04-07 18:54:03,26.44,2492
0673610532,2015-04-07 18:54:13,26.44,2493
0673610500,2015-04-07 18:54:23,26.44,2494
0673610468,2015-04-07 18:54:33,26.50,2495
0673610436,2015-04-07 18:54:43,26.50,2496
0673610404,2015-04-07 18:54:53,26.50,2497
0673610372,2015-04-07 18:55:04,26.50,2498
0673610340,2015-04-07 18:55:14,26.44,2499
0673610308,2015-04-07 18:55:24,26.44,2500
0673610276,2015-04-07 18:55:34,26.44,2501
0673610244,2015-04-07 18:55:44,26.44,2502
0673610212,2015-04-07 18:55:54,26.44,2503
0673610180,2015-04-07 18:56:04,26.44,2504
0673610147,2015-04-07 18:56:14,26.44,2505
0673610115,2015-04-07 18:56:24,26.50,2506
0673610083,2015-04-07 18:56:34,26.44,2507
0673610051,2015-04-07 18:56:45,26.44,2508
0673610019,2015-04-07 18:56:55,26.44,2509
0673609987,2015-04-07 18:57:05,26.44,2510
0673609955,2015-04-07 18:57:15,26.44,2511
0673609923,2015-04-07 18:57:25,26.44,2512
0673609891,2015-04-07 18:57:35,26.44,2513
0673609859,2015-04-07 18:57:45,26.44,2514
0673609827,2015-04-07 18:57:55,26.44,2515
0673609795,2015-04-07 18:58:05,26.50,2516
0673609763,2015-04-07 18:58:15,26.44,2517
0673609731,2015-04-07 18:58:25,26.44,2518
0673609699,2015-04-07 18:58:36,26.44,2519
0673609667,2015-04-07 18:58:46,26.44,2520
0673609634,2015-04-07 18:58:56,26.44,2521
0673609602,2015-04-07 18:59:06,26.44,2522
0673609570,2015-04-07 18:59:16,26.44,2523
0673609538,2015-04-07 18:59:26,26.44,2524
0673609506,2015-04-07 18:59:36,26.44,2525
0673609474,2015-04-07 18:59:46,26.50,2526
0673609442,2015-04-07 18:59:56,26.44,2527
0673609410,2015-04-07 19:00:06,26.50,2528
0673609378,2015-04-07 19:00:17,26.37,2529
0673609346,2015-04-07 19:00:27,26.44,2530
0673609314,2015-04-07 19:00:37,26.44,2531
0673609282,2015-04-07 19:00:47,26.44,2532
0673609250,2015-04-07 19:00:57,26.44,2533
0673609218,2015-04-07 19:01:07,26.44,2534
0673609186,2015-04-07 19:01:17,26.44,2535
0673609154,2015-04-07 19:01:27,26.44,2536
0673609122,2015-04-07 19:01:37,26.44,2537
0673609089,2015-04-07 19:01:47,26.44,2538
0673609057,2015-04-07 19:01:58,26.44,2539
0673609025,2015-04-07 19:02:08,26.44,2540
0673608993,2015-04-07 19:02:18,26.44,2541
0673608961,2015-04-07 19:02:28,26.44,2542
